TimeOfDay;DayOfYear;BaseTemperature;BaseHumidity;ActualTemperature;ActualHumidity;PrecipChange;PrecipIntensity;PrecipTemperature;PrecipDuration;CloudCover;Fogginess;WindSpeed;WindDirection;Raining;Thundering;Snowing;GRPT;GWPT;GAPT;CRPT;CWPT;CAPT;GRTPT;GWTPT;CRTPT;CWTPT;TPBT;TPT;TPET;AvgAge;AvgAgeNonzero;MaxAge;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000952;0.000372;0.06296799;0.0002459999;0.07308;0.031312;0.07561599;0.028;1.018182;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000942;0.000372;0.06296398;0.0002419999;0.073046;0.03131201;0.07557999;0.028;1.018182;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0007979998;0.000372;0.06296398;0.0002419999;0.07288601;0.03131201;0.07559799;0.028;1.018182;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000798;0.0004120001;0.09058599;0.0002979999;0.072776;0.03131201;0.07555199;0.029;1.021127;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008059999;0.000406;0.09058599;0.0002959998;0.100466;0.04418801;0.089796;0.029;1.021127;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008059999;0.000412;0.09058599;0.0002979999;0.100464;0.04418601;0.08986799;0.029;1.021127;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008;0.000406;0.09058399;0.0002979998;0.100488;0.044186;0.08989;0.029;1.021127;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000792;0.000394;0.055786;0.0002199999;0.100494;0.044186;0.08989399;0.029;1.021127;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000788;0.00039;0.05579;0.0002199999;0.065566;0.02599;0.062732;0.029;1.021127;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.00079;0.0003939999;0.055786;0.0002199999;0.06558199;0.02599;0.062934;0.029;1.021127;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0007920001;0.0004019999;0.055786;0.0002199999;0.06559999;0.02598801;0.06290001;0.029;1.021127;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0007920001;0.0004019999;0.055788;0.0002219999;0.065576;0.02598601;0.06289001;0.029;1.021127;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0007939999;0.0003939999;0.05579;0.0002219999;0.065474;0.02598801;0.063058;0.029;1.021127;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000796;0.0003959999;0.05579201;0.0002239999;0.065506;0.02598801;0.063088;0.029;1.021127;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000796;0.0004139999;0.083042;0.0002779999;0.09279;0.03976201;0.077502;0.03;1.020408;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000798;0.0004119999;0.08304401;0.0002799999;0.092806;0.03976401;0.077526;0.03;1.020408;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000814;0.0004059999;0.08304801;0.0002819999;0.09199999;0.03976401;0.076676;0.03;1.020408;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000812;0.0004059999;0.083046;0.0002819999;0.09170399;0.03976401;0.0769;0.03;1.020408;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.00082;0.000384;0.05524999;0.0002219999;0.06384;0.02678201;0.049202;0.03;1.020408;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000822;0.00038;0.05525799;0.0002219999;0.063816;0.02678401;0.049184;0.03;1.020408;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.00083;0.000376;0.05525999;0.0002219999;0.063802;0.02678601;0.04924;0.03;1.020408;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000828;0.0003719999;0.055264;0.0002219999;0.06377999;0.02678401;0.048958;0.03;1.020408;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000812;0.0003739999;0.05526199;0.0002199999;0.063806;0.02678201;0.04880999;0.03;1.020408;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000822;0.0003719999;0.055264;0.0002199999;0.06374599;0.02678201;0.04839;0.03;1.020408;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008139999;0.000392;0.082092;0.0002719999;0.06402799;0.02678401;0.048668;0.031;1.019737;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008199999;0.00039;0.082096;0.0002719999;0.09106599;0.03925001;0.062842;0.031;1.019737;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000828;0.000396;0.0821;0.0002739999;0.09107;0.03924801;0.06284001;0.031;1.019737;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008239999;0.000398;0.082102;0.0002739999;0.091114;0.03924801;0.063056;0.031;1.019737;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008239999;0.000358;0.05448;0.0002179999;0.09110601;0.03924802;0.063292;0.031;1.019737;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008239999;0.000358;0.054482;0.0002179999;0.063448;0.026372;0.049296;0.031;1.019737;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.00082;0.000354;0.054482;0.0002159999;0.06345599;0.026374;0.049502;0.031;1.019737;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000824;0.0003640001;0.054482;0.0002159999;0.063476;0.026376;0.04951201;0.031;1.019737;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000828;0.000368;0.05448401;0.0002179999;0.063474;0.02637601;0.04975;0.031;1.019737;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000826;0.0003620001;0.05448001;0.0002179999;0.063476;0.026376;0.050006;0.031;1.019737;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000828;0.00036;0.054478;0.0002179999;0.06346199;0.02637401;0.049784;0.031;1.019737;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.00083;0.00037;0.081548;0.0002739998;0.09057999;0.03908601;0.064896;0.032;1.019108;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000842;0.000372;0.08154401;0.0002719999;0.09061998;0.03908801;0.064874;0.032;1.019108;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000846;0.000374;0.08154801;0.0002719999;0.09060799;0.03908801;0.064674;0.032;1.019108;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000838;0.000374;0.081546;0.0002699999;0.09058999;0.03908801;0.064686;0.032;1.019108;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008360001;0.000356;0.05429399;0.0002159999;0.06327201;0.025312;0.05027399;0.032;1.019108;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008300002;0.000362;0.05429399;0.0002139999;0.06324401;0.025312;0.05027999;0.032;1.019108;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008340001;0.00037;0.05428799;0.0002119999;0.063242;0.025312;0.05023399;0.032;1.019108;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000832;0.000376;0.05428999;0.0002119999;0.063238;0.02531201;0.05020199;0.032;1.019108;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008239999;0.00038;0.054292;0.0002119999;0.06325801;0.02531601;0.050378;0.032;1.019108;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000826;0.000384;0.054282;0.0002119999;0.06323401;0.02531401;0.061224;0.032;1.019108;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.00082;0.0004059999;0.081534;0.0002779999;0.06322201;0.02531401;0.061184;0.033;1.018519;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000818;0.0004119999;0.08154;0.0004399999;0.09054201;0.03779001;0.075902;0.033;1.018519;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000818;0.0004119999;0.081538;0.0004399999;0.090502;0.03779401;0.075894;0.033;1.018519;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000816;0.0004119999;0.08154;0.0004399999;0.090496;0.03779201;0.075886;0.033;1.018519;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000822;0.00039;0.05471399;0.0003879999;0.09023201;0.03778801;0.075606;0.033;1.018519;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000822;0.000384;0.05471;0.0003879999;0.06315601;0.025322;0.06123999;0.033;1.018519;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008140001;0.000388;0.05471599;0.0003859999;0.063174;0.02532401;0.06123399;0.033;1.018519;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000812;0.00039;0.05471399;0.0003859999;0.06313801;0.02532401;0.06105799;0.033;1.018519;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008140001;0.000388;0.05471199;0.0003859999;0.0631;0.02532201;0.06083599;0.033;1.018519;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000816;0.00039;0.05470999;0.0003879999;0.063054;0.02532201;0.06058599;0.033;1.018519;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000822;0.000388;0.05471199;0.0003879999;0.063008;0.02532001;0.060344;0.033;1.018519;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008239999;0.0004019999;0.08175599;0.0004459999;0.09007801;0.03800801;0.07453199;0.034;1.017964;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008199999;0.0004;0.08175399;0.0004439999;0.09006;0.03800801;0.07449999;0.034;1.017964;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008259999;0.0004;0.08175799;0.0004439999;0.090038;0.03800801;0.074286;0.034;1.017964;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000828;0.0004059999;0.08176399;0.0004439999;0.090024;0.03801001;0.074236;0.034;1.017964;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000826;0.0003919999;0.054694;0.0003879999;0.06290599;0.02529801;0.059134;0.034;1.017964;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008159999;0.0003939999;0.054694;0.0003879999;0.062902;0.02529801;0.059142;0.034;1.017964;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008100001;0.0003939999;0.05468801;0.0003879999;0.06286199;0.02529601;0.059174;0.034;1.017964;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008180001;0.0003939999;0.05468801;0.0003879999;0.06283999;0.02529601;0.05914401;0.034;1.017964;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000822;0.0004019999;0.05468801;0.0003879999;0.06286399;0.02529601;0.05923801;0.034;1.017964;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008140001;0.0003959999;0.05468401;0.0003899999;0.06285399;0.02529401;0.05926401;0.034;1.017964;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008120001;0.0004019999;0.08183601;0.0004519999;0.06284799;0.02529201;0.05925601;0.035;1.017442;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008120001;0.0004019999;0.08183601;0.0004539998;0.09004;0.03778601;0.07377001;0.035;1.017442;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008140001;0.0003979999;0.08183601;0.0004539998;0.090064;0.03778601;0.07361001;0.035;1.017442;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000808;0.000396;0.08183802;0.0004539998;0.09007199;0.03778801;0.06283401;0.035;1.017442;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000812;0.000376;0.054582;0.0003879998;0.090096;0.03778801;0.06287801;0.035;1.017442;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000816;0.0003739999;0.05457599;0.0002259999;0.06274399;0.02531001;0.04814601;0.035;1.017442;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000822;0.000374;0.05457599;0.0002259999;0.06278199;0.02531001;0.04838401;0.035;1.017442;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008239999;0.0003719999;0.054572;0.0002259999;0.06280199;0.02531001;0.04851801;0.035;1.017442;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000818;0.0003679999;0.054572;0.0002279999;0.06281599;0.02531201;0.04850401;0.035;1.017442;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000816;0.000378;0.054572;0.0002279999;0.06283999;0.02531001;0.048466;0.035;1.017442;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.00082;0.000368;0.054564;0.0002279999;0.06281599;0.02531001;0.048476;0.035;1.017442;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.00082;0.0003900001;0.08139399;0.0002859999;0.08967199;0.03836201;0.062378;0.036;1.022727;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000826;0.00039;0.08139399;0.0002859999;0.08971;0.03836201;0.062412;0.036;1.022727;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008159999;0.000386;0.08139999;0.0002859999;0.08974001;0.03836202;0.062402;0.036;1.022727;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000818;0.000388;0.08140001;0.0002859999;0.08974;0.03836402;0.062362;0.036;1.022727;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000978;0.0003719999;0.05436;0.0002299999;0.062802;0.02567801;0.048144;0.036;1.022727;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.00099;0.0003699999;0.05436;0.0002299999;0.062802;0.025676;0.047962;0.036;1.022727;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0009880001;0.0003779999;0.054368;0.0002299999;0.062802;0.025674;0.047916;0.036;1.022727;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000992;0.00037;0.05436;0.0002299999;0.062816;0.02567201;0.04813;0.036;1.022727;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0009959999;0.00037;0.05436;0.0002299999;0.06280001;0.02567401;0.04813;0.036;1.022727;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000998;0.000372;0.05436201;0.0002319999;0.06276201;0.02567201;0.048108;0.036;1.022727;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.00099;0.0003859999;0.08123601;0.0002839999;0.062792;0.02567401;0.048598;0.037;1.022099;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.00099;0.0003839999;0.081236;0.0002839999;0.08977801;0.03814201;0.062714;0.037;1.022099;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0009919999;0.000372;0.081236;0.0002839999;0.089738;0.03814201;0.06277999;0.037;1.022099;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0009939999;0.000374;0.081238;0.0002819999;0.08977201;0.03814201;0.06278399;0.037;1.022099;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.00099;0.000368;0.054084;0.0002219999;0.08978;0.03814201;0.06284999;0.037;1.022099;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0009959999;0.0003640001;0.05408199;0.0002199999;0.06257;0.025646;0.04812599;0.037;1.022099;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0009939999;0.000366;0.054082;0.0002219999;0.062544;0.025644;0.04807799;0.037;1.022099;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0009939999;0.000364;0.054082;0.0002219999;0.06258199;0.025644;0.06169599;0.037;1.022099;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0009979998;0.0003639999;0.054086;0.0002219999;0.06371199;0.025646;0.06172799;0.037;1.022099;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0009999998;0.000362;0.054086;0.0002219999;0.063746;0.02564601;0.06179599;0.037;1.022099;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0009979999;0.000358;0.054086;0.0002219999;0.063728;0.02564401;0.06157999;0.037;1.022099;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0009899999;0.0003900001;0.082064;0.0002899999;0.091902;0.03816001;0.07600799;0.038;1.021505;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0009879998;0.0004020001;0.08207001;0.0002879999;0.09207;0.03816001;0.07602599;0.038;1.021505;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.000998;0.0003980001;0.082068;0.0002879999;0.09206399;0.03816001;0.07618799;0.038;1.021505;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.001002;0.0004;0.08207001;0.0002879999;0.09207399;0.03816001;0.07618999;0.038;1.021505;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0009999999;0.00038;0.05523999;0.0002299999;0.0652;0.02510801;0.062216;0.038;1.021505;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0009959999;0.000388;0.05524199;0.0002299999;0.06518599;0.02511001;0.062326;0.038;1.021505;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.001006;0.000392;0.055236;0.0002279999;0.06517;0.02510801;0.062404;0.038;1.021505;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0009979998;0.000392;0.05523199;0.0002279999;0.065194;0.02510601;0.062432;0.038;1.021505;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008319999;0.000388;0.05522999;0.0002259999;0.065038;0.02510401;0.06250801;0.038;1.021505;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008259999;0.0003859999;0.055232;0.0002259999;0.065006;0.02510401;0.062492;0.038;1.021505;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008319999;0.0003919999;0.082052;0.0002899999;0.065016;0.02510401;0.06247601;0.039;1.020942;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008299999;0.0003999999;0.082064;0.0002899999;0.092786;0.03748201;0.07642201;0.039;1.020942;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008279998;0.0004039999;0.082068;0.0002899999;0.092792;0.03748001;0.07649001;0.039;1.020942;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008339999;0.0003979999;0.082066;0.0002879999;0.09286401;0.03748201;0.07649201;0.039;1.020942;2;
0;0;0;0;0;0;1.705668;0;0;0;0.3389794;0.02553415;2.825405;0;False;False;False;NaN;NaN;NaN;10000;10000;20000;0.0008479999;0.000388;0.05519199;0.0002359999;0.092916;0.03748201;0.07618;0.039;1.020942;2;
